Marca,Modelo,Ano,Combustível,Quilometragem,Cidade,Problema,Custo Estimado
HONDA,FIT,2012,Gasolina,94655,Rio de Janeiro,superaquecimento_motor,1282.63
FIAT,MOBI,2016,Gasolina,277169,Curitiba,superaquecimento_motor,1667.38
CHEVROLET,ONIX,2008,Diesel,269289,São Paulo,superaquecimento_motor,2055.77
HONDA,CIVIC,2016,Etanol,101206,Salvador,pastilhas_de_freio,213.98
VOLKSWAGEN,JETTA,2023,Diesel,186869,Salvador,velas_de_ignicao,109.88
FORD,KA,2008,Gasolina,73230,Belo Horizonte,transmissao,829.4
VOLKSWAGEN,JETTA,2008,Diesel,155002,Curitiba,cambio,4802.8
CHEVROLET,ONIX,2000,Etanol,108138,Salvador,pastilhas_de_freio,326.51
HONDA,CIVIC,2001,Diesel,207097,Manaus,transmissao,1324.09
FIAT,MOBI,2015,Etanol,212376,Curitiba,superaquecimento_motor,1526.45
CHEVROLET,ONIX,2000,Etanol,62040,São Paulo,transmissao,965.44
FIAT,MOBI,2009,Diesel,108668,Manaus,alinhamento,221.36
FIAT,TORO,2017,Gasolina,198768,Belo Horizonte,alinhamento,214.75
VOLKSWAGEN,POLO,2007,Diesel,56815,Rio de Janeiro,velas_de_ignicao,132.07
HONDA,CIVIC,2020,Gasolina,216741,Manaus,velas_de_ignicao,130.62
VOLKSWAGEN,JETTA,2010,Gasolina,112789,São Paulo,transmissao,871.44
HONDA,CIVIC,2022,Diesel,219478,Manaus,pastilhas_de_freio,225.11
FIAT,MOBI,2001,Gasolina,167644,Curitiba,pastilhas_de_freio,366.32
FIAT,MOBI,2007,Gasolina,185102,Curitiba,superaquecimento_motor,1795.55
FIAT,MOBI,2021,Diesel,244533,São Paulo,pastilhas_de_freio,245.04
FORD,FIESTA,2007,Diesel,237469,Curitiba,velas_de_ignicao,198.94
CHEVROLET,ONIX,2016,Diesel,233308,Manaus,pastilhas_de_freio,284.43
CHEVROLET,ONIX,2014,Gasolina,160275,Rio de Janeiro,superaquecimento_motor,1412.79
FORD,KA,2016,Etanol,77088,Manaus,alinhamento,167.59
CHEVROLET,ONIX,2022,Gasolina,5608,Rio de Janeiro,pastilhas_de_freio,132.43
FORD,KA,2023,Etanol,45667,Curitiba,pastilhas_de_freio,144.03
CHEVROLET,ONIX,2012,Diesel,55547,Manaus,velas_de_ignicao,115.55
FIAT,TORO,2018,Etanol,234907,Curitiba,transmissao,891.51
FORD,FIESTA,2004,Diesel,57560,Rio de Janeiro,alinhamento,218.51
HONDA,FIT,2011,Diesel,214601,Curitiba,transmissao,1057.79
FIAT,TORO,2000,Etanol,159487,Salvador,superaquecimento_motor,1991.11
VOLKSWAGEN,POLO,2022,Diesel,184286,Belo Horizonte,superaquecimento_motor,1136.73
VOLKSWAGEN,JETTA,2004,Etanol,280141,Manaus,transmissao,1418.12
HONDA,CIVIC,2007,Diesel,121266,Salvador,velas_de_ignicao,155.93
FORD,KA,2012,Gasolina,3679,Curitiba,bateria,759.2
CHEVROLET,SPIN,2007,Gasolina,40308,Curitiba,velas_de_ignicao,125.96
VOLKSWAGEN,POLO,2022,Diesel,206096,Belo Horizonte,bateria,913.78
HONDA,FIT,2010,Diesel,170914,Curitiba,bateria,1242.69
FIAT,TORO,2000,Etanol,5695,Belo Horizonte,velas_de_ignicao,132.47
HONDA,FIT,2012,Gasolina,226812,Manaus,bateria,1317.03
CHEVROLET,SPIN,2018,Etanol,58499,Rio de Janeiro,bateria,746.87
FORD,KA,2023,Diesel,23382,Belo Horizonte,bateria,561.43
CHEVROLET,SPIN,2002,Diesel,276379,Belo Horizonte,alinhamento,368.24
CHEVROLET,ONIX,2023,Etanol,193295,Salvador,superaquecimento_motor,1113.34
CHEVROLET,SPIN,2016,Diesel,133438,Curitiba,bateria,963.2
CHEVROLET,ONIX,2004,Gasolina,158539,Manaus,superaquecimento_motor,1821.42
FIAT,TORO,2019,Etanol,6764,Rio de Janeiro,cambio,2347.6
CHEVROLET,SPIN,2020,Gasolina,221968,São Paulo,superaquecimento_motor,1319.42
HONDA,CIVIC,2007,Gasolina,113831,Belo Horizonte,cambio,4477.42
VOLKSWAGEN,POLO,2013,Gasolina,61836,São Paulo,alinhamento,175.89
CHEVROLET,ONIX,2003,Etanol,294067,Curitiba,superaquecimento_motor,2413.4
FIAT,MOBI,2010,Diesel,255033,Belo Horizonte,transmissao,1171.74
FORD,FIESTA,2019,Gasolina,16292,São Paulo,pastilhas_de_freio,152.87
HONDA,FIT,2014,Gasolina,283083,Salvador,alinhamento,275.34
HONDA,FIT,2018,Gasolina,243772,São Paulo,pastilhas_de_freio,271.89
HONDA,FIT,2006,Diesel,18800,Salvador,transmissao,743.87
FORD,KA,2018,Diesel,56440,Rio de Janeiro,velas_de_ignicao,96.54
VOLKSWAGEN,JETTA,2018,Etanol,127521,Curitiba,velas_de_ignicao,115.79
FIAT,TORO,2010,Diesel,121327,Manaus,bateria,1111.84
HONDA,CIVIC,2004,Etanol,49648,São Paulo,velas_de_ignicao,138.89
VOLKSWAGEN,POLO,2004,Etanol,291908,Belo Horizonte,alinhamento,361.72
VOLKSWAGEN,JETTA,2021,Etanol,294614,Curitiba,velas_de_ignicao,144.94
VOLKSWAGEN,POLO,2007,Etanol,256160,São Paulo,alinhamento,316.7
VOLKSWAGEN,POLO,2009,Etanol,169573,Belo Horizonte,alinhamento,254.35
FORD,KA,2005,Gasolina,57207,Belo Horizonte,pastilhas_de_freio,256.0
CHEVROLET,ONIX,2014,Diesel,62157,Manaus,velas_de_ignicao,111.16
HONDA,FIT,2015,Gasolina,134288,Manaus,superaquecimento_motor,1293.82
CHEVROLET,ONIX,2016,Etanol,153144,Belo Horizonte,cambio,3826.55
FORD,KA,2007,Diesel,93778,Manaus,velas_de_ignicao,145.75
FIAT,MOBI,2007,Gasolina,130016,Belo Horizonte,velas_de_ignicao,159.17
FORD,FIESTA,2008,Gasolina,124288,São Paulo,velas_de_ignicao,153.22
FIAT,TORO,2001,Etanol,168204,Rio de Janeiro,bateria,1528.17
HONDA,FIT,2014,Gasolina,110573,Manaus,superaquecimento_motor,1260.23
FORD,KA,2017,Gasolina,120730,Salvador,superaquecimento_motor,1177.46
FIAT,TORO,2002,Gasolina,64186,Salvador,alinhamento,232.67
CHEVROLET,ONIX,2016,Gasolina,267104,Salvador,superaquecimento_motor,1638.3
HONDA,FIT,2003,Gasolina,18781,Rio de Janeiro,alinhamento,199.24
VOLKSWAGEN,JETTA,2003,Etanol,237677,Belo Horizonte,cambio,6384.91
FORD,KA,2013,Etanol,257506,Belo Horizonte,pastilhas_de_freio,325.21
VOLKSWAGEN,POLO,2008,Gasolina,31126,Curitiba,alinhamento,183.96
CHEVROLET,ONIX,2008,Etanol,238217,Salvador,velas_de_ignicao,194.36
VOLKSWAGEN,JETTA,2022,Etanol,280027,Salvador,transmissao,837.82
HONDA,FIT,2017,Diesel,29782,Belo Horizonte,transmissao,567.96
FORD,FIESTA,2009,Gasolina,148051,Salvador,bateria,1213.47
FIAT,MOBI,2020,Etanol,295890,Belo Horizonte,velas_de_ignicao,150.63
FORD,KA,2003,Etanol,261161,Belo Horizonte,alinhamento,350.73
FIAT,MOBI,2011,Gasolina,66266,Manaus,velas_de_ignicao,122.34
HONDA,CIVIC,2007,Diesel,56,Belo Horizonte,bateria,854.33
CHEVROLET,ONIX,2001,Gasolina,293601,São Paulo,superaquecimento_motor,2518.68
VOLKSWAGEN,JETTA,2021,Diesel,132773,São Paulo,alinhamento,162.29
FIAT,TORO,2012,Gasolina,187453,São Paulo,cambio,4630.8
FIAT,MOBI,2020,Gasolina,181510,São Paulo,velas_de_ignicao,121.72
FIAT,MOBI,2015,Gasolina,80636,Rio de Janeiro,superaquecimento_motor,1133.98
HONDA,FIT,2001,Gasolina,66483,Curitiba,bateria,1196.16
FIAT,MOBI,2010,Diesel,20505,Curitiba,superaquecimento_motor,1099.51
FORD,KA,2009,Diesel,33525,Belo Horizonte,alinhamento,180.66
FIAT,TORO,2014,Etanol,211474,Salvador,bateria,1207.65
HONDA,FIT,2016,Gasolina,96008,São Paulo,bateria,880.02
FORD,KA,2007,Diesel,44348,Curitiba,bateria,980.44
HONDA,CIVIC,2017,Diesel,202259,Curitiba,pastilhas_de_freio,259.5
CHEVROLET,SPIN,2022,Diesel,269417,São Paulo,bateria,1028.11
FIAT,TORO,2008,Gasolina,206641,Rio de Janeiro,pastilhas_de_freio,337.76
CHEVROLET,ONIX,2007,Etanol,134607,Rio de Janeiro,superaquecimento_motor,1608.65
VOLKSWAGEN,POLO,2013,Diesel,214096,Curitiba,cambio,4748.25
HONDA,CIVIC,2017,Gasolina,107157,Rio de Janeiro,pastilhas_de_freio,210.36
VOLKSWAGEN,JETTA,2021,Diesel,908,Manaus,superaquecimento_motor,733.46
VOLKSWAGEN,JETTA,2019,Diesel,252299,São Paulo,pastilhas_de_freio,266.94
HONDA,FIT,2019,Etanol,201225,Curitiba,superaquecimento_motor,1312.23
VOLKSWAGEN,JETTA,2020,Diesel,108352,São Paulo,superaquecimento_motor,1032.22
CHEVROLET,SPIN,2011,Diesel,95967,Rio de Janeiro,cambio,3866.18
VOLKSWAGEN,JETTA,2018,Gasolina,35079,São Paulo,bateria,698.08
HONDA,FIT,2013,Gasolina,212628,Rio de Janeiro,cambio,4734.69
FIAT,MOBI,2016,Etanol,111889,Rio de Janeiro,cambio,3478.17
CHEVROLET,SPIN,2023,Gasolina,262063,São Paulo,bateria,975.8
FORD,FIESTA,2020,Gasolina,46105,Rio de Janeiro,superaquecimento_motor,874.88
CHEVROLET,ONIX,2002,Etanol,132957,Manaus,bateria,1383.06
FORD,KA,2022,Diesel,1049,Belo Horizonte,superaquecimento_motor,706.63
HONDA,FIT,2006,Etanol,53281,São Paulo,bateria,1030.4
VOLKSWAGEN,POLO,2016,Gasolina,66697,Belo Horizonte,transmissao,651.91
FIAT,MOBI,2011,Etanol,36534,São Paulo,pastilhas_de_freio,207.53
HONDA,FIT,2008,Diesel,93034,Rio de Janeiro,cambio,4148.69
VOLKSWAGEN,JETTA,2014,Etanol,58097,Rio de Janeiro,superaquecimento_motor,1099.16
VOLKSWAGEN,JETTA,2017,Gasolina,184885,Curitiba,velas_de_ignicao,135.7
VOLKSWAGEN,POLO,2020,Gasolina,287181,Manaus,bateria,1141.74
VOLKSWAGEN,POLO,2012,Etanol,27278,Curitiba,bateria,818.19
HONDA,FIT,2020,Diesel,139344,Belo Horizonte,alinhamento,170.86
VOLKSWAGEN,POLO,2007,Etanol,73277,Rio de Janeiro,velas_de_ignicao,138.16
FORD,KA,2013,Diesel,4694,Curitiba,velas_de_ignicao,96.27
CHEVROLET,ONIX,2007,Diesel,58150,Rio de Janeiro,cambio,3874.98
FIAT,MOBI,2013,Etanol,67470,São Paulo,transmissao,714.52
CHEVROLET,ONIX,2006,Diesel,21556,Curitiba,pastilhas_de_freio,225.09
FORD,KA,2022,Gasolina,195543,Belo Horizonte,transmissao,715.78
CHEVROLET,ONIX,2011,Etanol,49086,Curitiba,pastilhas_de_freio,215.27
FORD,FIESTA,2010,Diesel,149979,Rio de Janeiro,superaquecimento_motor,1543.68
VOLKSWAGEN,JETTA,2021,Gasolina,248399,Salvador,cambio,3907.34
VOLKSWAGEN,POLO,2021,Etanol,179559,Salvador,transmissao,719.34
FORD,KA,2010,Gasolina,99468,Manaus,alinhamento,210.83
FORD,KA,2021,Gasolina,295531,Rio de Janeiro,pastilhas_de_freio,267.99
VOLKSWAGEN,JETTA,2012,Gasolina,68602,São Paulo,transmissao,737.2
HONDA,CIVIC,2017,Diesel,2460,Curitiba,cambio,2474.29
HONDA,CIVIC,2001,Etanol,72356,Salvador,alinhamento,243.07
FORD,FIESTA,2020,Etanol,259925,São Paulo,cambio,4137.22
HONDA,CIVIC,2014,Diesel,16191,Rio de Janeiro,velas_de_ignicao,97.05
VOLKSWAGEN,POLO,2019,Etanol,84631,São Paulo,bateria,774.6
FIAT,MOBI,2017,Gasolina,245702,Rio de Janeiro,superaquecimento_motor,1527.21
FIAT,MOBI,2014,Etanol,272673,Manaus,cambio,5138.15
CHEVROLET,SPIN,2018,Diesel,32175,Curitiba,superaquecimento_motor,899.64
FORD,FIESTA,2022,Gasolina,279819,São Paulo,cambio,3978.2
HONDA,CIVIC,2023,Diesel,157048,Curitiba,velas_de_ignicao,103.15
FORD,KA,2011,Gasolina,194188,São Paulo,cambio,4825.2
VOLKSWAGEN,POLO,2012,Gasolina,62821,Rio de Janeiro,cambio,3446.8
HONDA,CIVIC,2021,Etanol,12204,Rio de Janeiro,transmissao,468.31
FIAT,MOBI,2010,Gasolina,269538,São Paulo,bateria,1502.95
FIAT,MOBI,2004,Diesel,246464,Manaus,velas_de_ignicao,217.07
FORD,FIESTA,2000,Etanol,33593,Rio de Janeiro,alinhamento,222.4
VOLKSWAGEN,JETTA,2023,Diesel,208260,Belo Horizonte,bateria,882.4
VOLKSWAGEN,JETTA,2002,Gasolina,115064,Belo Horizonte,pastilhas_de_freio,318.22
FORD,KA,2021,Diesel,53365,Curitiba,transmissao,530.05
FORD,KA,2018,Diesel,240644,Belo Horizonte,bateria,1126.34
VOLKSWAGEN,POLO,2022,Gasolina,220511,Belo Horizonte,pastilhas_de_freio,225.55
FORD,KA,2006,Etanol,206971,Manaus,velas_de_ignicao,192.23
FIAT,TORO,2011,Diesel,103700,Manaus,cambio,3941.68
HONDA,CIVIC,2014,Gasolina,68247,Salvador,superaquecimento_motor,1130.31
HONDA,FIT,2004,Etanol,182631,Salvador,bateria,1474.71
VOLKSWAGEN,JETTA,2014,Etanol,156270,Manaus,bateria,1077.3
CHEVROLET,SPIN,2007,Etanol,153560,Salvador,pastilhas_de_freio,309.93
FIAT,TORO,2009,Diesel,169587,Manaus,pastilhas_de_freio,305.23
FORD,FIESTA,2015,Diesel,290042,Salvador,superaquecimento_motor,1757.83
FORD,FIESTA,2007,Diesel,181142,Rio de Janeiro,pastilhas_de_freio,328.78
FIAT,MOBI,2000,Etanol,62613,Manaus,pastilhas_de_freio,290.09
HONDA,CIVIC,2011,Diesel,96707,Curitiba,bateria,1019.32
CHEVROLET,ONIX,2004,Gasolina,47003,Curitiba,superaquecimento_motor,1378.37
VOLKSWAGEN,POLO,2002,Diesel,48478,Manaus,superaquecimento_motor,1447.15
CHEVROLET,ONIX,2000,Diesel,59030,Belo Horizonte,cambio,4547.71
CHEVROLET,ONIX,2003,Etanol,184133,Curitiba,bateria,1512.92
FORD,FIESTA,2007,Diesel,145921,Belo Horizonte,cambio,4824.62
CHEVROLET,ONIX,2002,Gasolina,246160,Curitiba,velas_de_ignicao,226.81
CHEVROLET,ONIX,2009,Etanol,267589,São Paulo,velas_de_ignicao,199.84
VOLKSWAGEN,JETTA,2001,Gasolina,149112,São Paulo,bateria,1465.85
FORD,KA,2010,Etanol,262390,Manaus,pastilhas_de_freio,356.18
FIAT,MOBI,2009,Etanol,31153,Curitiba,transmissao,717.5
VOLKSWAGEN,JETTA,2020,Diesel,267356,Rio de Janeiro,velas_de_ignicao,143.41
FORD,FIESTA,2013,Gasolina,134411,Belo Horizonte,velas_de_ignicao,137.26
HONDA,FIT,2006,Etanol,56238,Curitiba,bateria,1039.03
VOLKSWAGEN,JETTA,2001,Diesel,296751,Manaus,cambio,7401.37
VOLKSWAGEN,POLO,2008,Etanol,52055,Belo Horizonte,bateria,977.93
CHEVROLET,ONIX,2015,Etanol,104509,Salvador,transmissao,741.6
HONDA,FIT,2012,Etanol,135467,Manaus,transmissao,870.93
FIAT,TORO,2008,Etanol,127378,Curitiba,superaquecimento_motor,1543.31
FIAT,TORO,2019,Etanol,87687,Rio de Janeiro,bateria,780.76
FORD,KA,2003,Etanol,102652,Salvador,velas_de_ignicao,163.58
CHEVROLET,ONIX,2021,Diesel,55773,Manaus,cambio,2534.88
HONDA,CIVIC,2009,Etanol,202668,Curitiba,cambio,5173.29
CHEVROLET,ONIX,2021,Gasolina,27584,São Paulo,alinhamento,122.84
VOLKSWAGEN,POLO,2011,Diesel,244901,Curitiba,alinhamento,280.02
HONDA,FIT,2016,Gasolina,265482,São Paulo,pastilhas_de_freio,301.59
CHEVROLET,ONIX,2013,Etanol,62601,São Paulo,velas_de_ignicao,114.57
FIAT,MOBI,2013,Gasolina,136559,Manaus,alinhamento,212.22
VOLKSWAGEN,JETTA,2001,Etanol,36282,Curitiba,cambio,4170.83
FORD,FIESTA,2020,Etanol,226137,Curitiba,velas_de_ignicao,133.0
FORD,KA,2019,Diesel,95798,São Paulo,bateria,797.09
FIAT,TORO,2010,Diesel,130963,Belo Horizonte,velas_de_ignicao,147.84
HONDA,FIT,2015,Etanol,159876,Salvador,alinhamento,210.78
CHEVROLET,ONIX,2018,Diesel,140987,Rio de Janeiro,cambio,3491.15
FIAT,TORO,2022,Gasolina,273302,Curitiba,velas_de_ignicao,134.57
FIAT,TORO,2005,Diesel,205229,Salvador,transmissao,1206.94
HONDA,CIVIC,2023,Diesel,10547,Salvador,pastilhas_de_freio,129.39
CHEVROLET,ONIX,2018,Gasolina,264603,Belo Horizonte,superaquecimento_motor,1529.13
HONDA,CIVIC,2004,Diesel,63146,Salvador,cambio,4216.53
FIAT,TORO,2003,Etanol,107761,Curitiba,alinhamento,254.85
HONDA,FIT,2014,Gasolina,82970,Manaus,bateria,904.23
FIAT,MOBI,2003,Etanol,191889,Manaus,superaquecimento_motor,1998.3
FIAT,MOBI,2019,Gasolina,169319,Salvador,pastilhas_de_freio,226.84
VOLKSWAGEN,JETTA,2009,Etanol,15419,Curitiba,cambio,3246.19
FORD,FIESTA,2023,Etanol,35577,Curitiba,cambio,2213.88
VOLKSWAGEN,POLO,2021,Diesel,2921,São Paulo,transmissao,454.38
CHEVROLET,SPIN,2002,Etanol,144535,Belo Horizonte,transmissao,1136.03
FORD,FIESTA,2004,Diesel,156546,Rio de Janeiro,transmissao,1116.0
FORD,KA,2005,Gasolina,125534,São Paulo,transmissao,1016.55
CHEVROLET,SPIN,2020,Etanol,256872,Rio de Janeiro,alinhamento,216.56
FORD,KA,2021,Etanol,72828,Curitiba,cambio,2656.4
FIAT,MOBI,2007,Gasolina,123649,Manaus,alinhamento,241.24
HONDA,FIT,2006,Gasolina,55152,São Paulo,velas_de_ignicao,134.66
FIAT,TORO,2020,Etanol,220073,Salvador,bateria,1011.25
FORD,KA,2009,Gasolina,223393,Salvador,velas_de_ignicao,184.28
FIAT,MOBI,2005,Diesel,86569,Rio de Janeiro,bateria,1154.34
FIAT,TORO,2013,Gasolina,156844,Curitiba,pastilhas_de_freio,266.49
FORD,KA,2003,Gasolina,159562,Manaus,velas_de_ignicao,186.7
VOLKSWAGEN,JETTA,2012,Etanol,122537,Rio de Janeiro,pastilhas_de_freio,253.52
HONDA,FIT,2019,Diesel,53806,Manaus,pastilhas_de_freio,171.01
FORD,KA,2016,Gasolina,75992,Belo Horizonte,pastilhas_de_freio,200.53
FIAT,MOBI,2022,Diesel,284464,Manaus,transmissao,844.23
FORD,KA,2006,Diesel,258852,Salvador,superaquecimento_motor,2118.98
CHEVROLET,SPIN,2003,Diesel,173217,São Paulo,superaquecimento_motor,1922.44
CHEVROLET,SPIN,2013,Etanol,194760,São Paulo,alinhamento,240.51
VOLKSWAGEN,JETTA,2002,Gasolina,20754,São Paulo,pastilhas_de_freio,245.91
VOLKSWAGEN,JETTA,2023,Etanol,69837,Manaus,transmissao,513.66
FIAT,TORO,2004,Gasolina,138279,Salvador,velas_de_ignicao,174.09
FIAT,TORO,2015,Gasolina,218811,Manaus,velas_de_ignicao,154.56
HONDA,CIVIC,2022,Etanol,114780,Curitiba,alinhamento,149.78
CHEVROLET,ONIX,2019,Diesel,87081,Salvador,alinhamento,155.91
HONDA,FIT,2003,Diesel,286160,Salvador,pastilhas_de_freio,439.62
FORD,FIESTA,2023,Gasolina,112099,Manaus,pastilhas_de_freio,171.71
CHEVROLET,SPIN,2023,Etanol,151174,Manaus,velas_de_ignicao,101.83
CHEVROLET,ONIX,2001,Diesel,264068,São Paulo,velas_de_ignicao,239.34
FORD,KA,2017,Diesel,85015,Salvador,velas_de_ignicao,107.75
FORD,KA,2018,Gasolina,104987,São Paulo,velas_de_ignicao,109.68
HONDA,FIT,2018,Gasolina,54333,Curitiba,superaquecimento_motor,959.65
CHEVROLET,SPIN,2016,Etanol,215530,Belo Horizonte,pastilhas_de_freio,274.95
HONDA,CIVIC,2013,Gasolina,177171,São Paulo,pastilhas_de_freio,278.35
CHEVROLET,ONIX,2018,Diesel,188418,Manaus,velas_de_ignicao,132.28
HONDA,CIVIC,2021,Diesel,126372,Rio de Janeiro,transmissao,639.56
VOLKSWAGEN,POLO,2023,Diesel,206553,Belo Horizonte,velas_de_ignicao,114.33
FIAT,MOBI,2012,Diesel,69767,Curitiba,bateria,924.42
VOLKSWAGEN,JETTA,2011,Etanol,104332,Manaus,cambio,3947.85
FIAT,TORO,2005,Etanol,143279,Belo Horizonte,cambio,5029.99
VOLKSWAGEN,JETTA,2020,Gasolina,6336,Manaus,alinhamento,119.13
HONDA,FIT,2003,Gasolina,206238,São Paulo,bateria,1581.99
FORD,KA,2018,Gasolina,279400,Manaus,transmissao,965.67
FORD,KA,2015,Etanol,230517,Curitiba,alinhamento,243.15
HONDA,CIVIC,2012,Diesel,180889,Rio de Janeiro,cambio,4568.45
CHEVROLET,SPIN,2003,Gasolina,295863,São Paulo,transmissao,1489.66
VOLKSWAGEN,JETTA,2022,Diesel,45704,São Paulo,alinhamento,124.84
FIAT,TORO,2016,Gasolina,292157,Curitiba,velas_de_ignicao,171.07
FIAT,MOBI,2022,Gasolina,226884,Curitiba,velas_de_ignicao,123.67
CHEVROLET,SPIN,2000,Gasolina,167848,Belo Horizonte,transmissao,1247.59
CHEVROLET,SPIN,2017,Gasolina,272204,Rio de Janeiro,alinhamento,246.37
CHEVROLET,ONIX,2019,Gasolina,219182,Manaus,superaquecimento_motor,1359.25
FIAT,MOBI,2016,Diesel,78563,Belo Horizonte,transmissao,673.0
CHEVROLET,ONIX,2014,Gasolina,135102,Manaus,transmissao,821.86
CHEVROLET,ONIX,2010,Diesel,89779,Manaus,bateria,1028.58
FORD,FIESTA,2021,Etanol,164361,Manaus,pastilhas_de_freio,208.96
HONDA,CIVIC,2012,Gasolina,99704,Belo Horizonte,transmissao,799.41
VOLKSWAGEN,JETTA,2000,Diesel,261757,São Paulo,superaquecimento_motor,2434.28
CHEVROLET,ONIX,2016,Etanol,110234,Curitiba,velas_de_ignicao,118.51
HONDA,FIT,2005,Etanol,36491,São Paulo,alinhamento,200.96
FORD,KA,2003,Etanol,226621,Rio de Janeiro,pastilhas_de_freio,394.97
HONDA,CIVIC,2019,Diesel,20448,Belo Horizonte,alinhamento,129.07
CHEVROLET,ONIX,2015,Gasolina,49294,Rio de Janeiro,velas_de_ignicao,104.06
CHEVROLET,SPIN,2014,Gasolina,283590,Curitiba,transmissao,1102.34
VOLKSWAGEN,JETTA,2014,Diesel,216461,Curitiba,bateria,1219.42
FORD,KA,2005,Gasolina,85615,Salvador,superaquecimento_motor,1496.94
HONDA,CIVIC,2014,Diesel,17101,Rio de Janeiro,pastilhas_de_freio,179.69
FORD,KA,2013,Gasolina,290160,São Paulo,superaquecimento_motor,1864.74
CHEVROLET,SPIN,2010,Etanol,150004,Rio de Janeiro,cambio,4512.54
VOLKSWAGEN,JETTA,2006,Gasolina,90481,Belo Horizonte,superaquecimento_motor,1480.57
FORD,KA,2008,Diesel,52802,Curitiba,superaquecimento_motor,1274.01
HONDA,FIT,2015,Diesel,269693,Curitiba,superaquecimento_motor,1697.21
CHEVROLET,ONIX,2004,Etanol,210005,Rio de Janeiro,velas_de_ignicao,202.59
HONDA,FIT,2019,Diesel,156434,Rio de Janeiro,superaquecimento_motor,1194.97
FORD,FIESTA,2009,Gasolina,47842,Manaus,bateria,942.07
FORD,FIESTA,2017,Gasolina,46539,Rio de Janeiro,superaquecimento_motor,969.83
FORD,KA,2002,Etanol,33717,Manaus,velas_de_ignicao,138.59
VOLKSWAGEN,POLO,2012,Diesel,246281,Belo Horizonte,alinhamento,273.14
VOLKSWAGEN,JETTA,2010,Etanol,186272,Belo Horizonte,velas_de_ignicao,166.82
HONDA,CIVIC,2016,Gasolina,115042,São Paulo,cambio,3504.8
VOLKSWAGEN,POLO,2021,Etanol,127922,Rio de Janeiro,cambio,3048.94
CHEVROLET,SPIN,2012,Diesel,92447,São Paulo,bateria,981.12
FIAT,MOBI,2005,Etanol,158693,Salvador,bateria,1369.71
CHEVROLET,SPIN,2016,Diesel,12823,Belo Horizonte,transmissao,556.13
VOLKSWAGEN,POLO,2012,Diesel,29986,Curitiba,velas_de_ignicao,107.25
CHEVROLET,SPIN,2018,Gasolina,121682,Manaus,alinhamento,175.7
FORD,KA,2020,Gasolina,64325,Salvador,transmissao,566.73
HONDA,CIVIC,2018,Gasolina,250476,Curitiba,transmissao,917.46
HONDA,FIT,2009,Diesel,57771,Salvador,pastilhas_de_freio,232.55
FORD,KA,2002,Etanol,54973,São Paulo,superaquecimento_motor,1474.12
FIAT,TORO,2013,Diesel,145762,São Paulo,transmissao,866.76
VOLKSWAGEN,POLO,2018,Gasolina,57888,Manaus,transmissao,596.48
CHEVROLET,ONIX,2004,Gasolina,10956,Belo Horizonte,bateria,950.14
HONDA,CIVIC,2004,Etanol,86839,Manaus,alinhamento,236.4
VOLKSWAGEN,JETTA,2019,Gasolina,167605,Curitiba,transmissao,753.36
FORD,KA,2016,Gasolina,101131,Salvador,cambio,3387.33
FORD,KA,2020,Gasolina,187973,Manaus,alinhamento,189.77
VOLKSWAGEN,POLO,2009,Etanol,11519,Rio de Janeiro,superaquecimento_motor,1096.81
HONDA,FIT,2004,Diesel,162187,Rio de Janeiro,cambio,5366.5
CHEVROLET,ONIX,2003,Gasolina,1832,Belo Horizonte,bateria,943.23
VOLKSWAGEN,POLO,2005,Etanol,113922,Manaus,cambio,4696.86
CHEVROLET,SPIN,2003,Gasolina,105474,Curitiba,pastilhas_de_freio,304.11
VOLKSWAGEN,JETTA,2006,Etanol,69715,Rio de Janeiro,pastilhas_de_freio,258.8
FIAT,TORO,2006,Gasolina,73366,Belo Horizonte,superaquecimento_motor,1415.68
CHEVROLET,ONIX,2017,Etanol,37570,Manaus,superaquecimento_motor,944.73
VOLKSWAGEN,JETTA,2002,Gasolina,137687,Belo Horizonte,cambio,5313.03
FORD,FIESTA,2000,Diesel,38311,Curitiba,bateria,1127.7
CHEVROLET,SPIN,2023,Gasolina,103187,Rio de Janeiro,bateria,699.98
VOLKSWAGEN,JETTA,2003,Etanol,285578,Rio de Janeiro,velas_de_ignicao,237.89
FORD,KA,2005,Gasolina,86879,Rio de Janeiro,transmissao,924.21
CHEVROLET,ONIX,2008,Diesel,15739,São Paulo,transmissao,701.64
FORD,KA,2021,Gasolina,66202,Rio de Janeiro,transmissao,549.3
FIAT,MOBI,2013,Etanol,98580,Salvador,alinhamento,193.75
CHEVROLET,SPIN,2011,Etanol,224491,São Paulo,velas_de_ignicao,175.19
FIAT,TORO,2019,Diesel,79599,Manaus,cambio,2904.99
CHEVROLET,SPIN,2023,Etanol,164721,São Paulo,transmissao,645.45
HONDA,CIVIC,2003,Gasolina,231436,São Paulo,alinhamento,332.15
CHEVROLET,ONIX,2020,Gasolina,116770,São Paulo,alinhamento,162.08
FORD,KA,2023,Gasolina,179693,Belo Horizonte,pastilhas_de_freio,199.87
HONDA,FIT,2011,Etanol,261051,Salvador,alinhamento,288.32
HONDA,FIT,2009,Gasolina,114300,Curitiba,superaquecimento_motor,1458.68
VOLKSWAGEN,JETTA,2021,Gasolina,191012,Rio de Janeiro,bateria,920.65
VOLKSWAGEN,POLO,2006,Gasolina,171796,São Paulo,alinhamento,275.21
